seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
781,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-05,2025-01-05,SWEEP-IN CREDIT - 50301089885072,000000000000000,Receipt,0.0,104998.0,104998.0,205200.44,High Transaction; Recurring Transaction,Yes,IN CREDIT
782,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-06,2025-01-06,IMPS-500616136811-CA JALPA-HDFC-XXXXXXXX NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) XX6630-RNA SERVICE TDS PAYMENT,0000500616136811,Payment,16900.0,0.0,16900.0,188300.44,Recurring Transaction,Yes,CA JALPA
783,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-06,2025-01-06,IMPS-500616137757-RAMZAN HASNANI-CBIN-XX XXXX8422-SAVITRI GEN STORES TDS PMT,0000500616137757,Payment,5500.0,0.0,5500.0,182800.44,Recurring Transaction,Yes,RAMZAN HASNANI
784,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-07,2025-01-07,IMPS-500712170839-EDUGUIDE-HDFC-XXXXXXXX XX3497-LOAN TRANSFER,0000500712170839,Payment,180000.0,0.0,180000.0,2800.44,EMI; High Transaction; Recurring Transaction,Yes,EDUGUIDE
785,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-07,2025-01-07,UPI-VIZION SOLUTIONS-VZIONGRAPHICS-1@OKI CICI-ICIC0000022-537380868104-CA FEES 3M THS APR,0000537380868104,Receipt,0.0,10620.0,10620.0,13420.44,UPI,No,VIZION SOLUTIONS
786,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,NEFT CR-BARB0DBDIGA-JIGEESHA AUTO SERVIC E-R M HASNANI AND ASSOCIATE-BARBW2500850 7222,BARBW25008507222,Receipt,0.0,47200.0,47200.0,60620.44,Recurring Transaction,Yes,BARBDBDIGA
787,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,IMPS-500809114253-EDUGUIDE-HDFC-XXXXXXXX XX3497-LOAN,0000500809114253,Payment,100000.0,0.0,100000.0,-39379.56,EMI; High Transaction; Recurring Transaction,Yes,EDUGUIDE
788,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,IMPS-500814170157-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-FLAT NO 19 SOCIETY MAINTENANCE CHARGES,0000500814170157,Payment,1175.0,0.0,1175.0,-40554.56,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
789,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,IMPS-500814171049-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-FLAT NO 19A SOCIETY MAINTENANCE CHARGES,0000500814171049,Payment,1365.0,0.0,1365.0,-41919.56,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
790,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-09,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : MOTI APT CO OP HSGSOC LTD :THANE DIST CCB LTD THANE,0000000000278271,Receipt,0.0,5900.0,5900.0,-36019.56,Recurring Transaction,Yes,CHQ DEP MICR
791,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,SWEEP-IN CREDIT - 50301089885072,000000000000000,Receipt,0.0,39380.0,39380.0,3360.44,Recurring Transaction,Yes,IN CREDIT
792,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,INT. ON SWCR ON-50301089885072,000000000000000,Receipt,0.0,19.0,19.0,3379.44,Recurring Transaction,Yes,INT ON SWCR ON
793,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,SWEEP-IN CREDIT - 50301089885072,000000000000000,Receipt,0.0,1175.0,1175.0,4554.44,Recurring Transaction,Yes,IN CREDIT
794,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,INT. ON SWCR ON-50301089885072,000000000000000,Receipt,0.0,1.0,1.0,4555.44,Recurring Transaction,Yes,INT ON SWCR ON
795,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,SWEEP-IN CREDIT - 50301089885072,000000000000000,Receipt,0.0,1345.0,1345.0,5900.44,Recurring Transaction,Yes,IN CREDIT
796,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-08,2025-01-08,INT. ON SWCR ON-50301089885072,000000000000000,Receipt,0.0,1.0,1.0,5901.44,Recurring Transaction,Yes,INT ON SWCR ON
797,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-09,2025-01-09,IMPS-500911103186-MSG C COMPUTERS-RATN-X NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) XXXXXXXXXXX1577-TONNER AND PRINTER REPAI R INV 902 PMT,0000500911103186,Payment,1593.0,0.0,1593.0,4308.44,Recurring Transaction,Yes,MSG C COMPUTERS
798,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-09,2025-01-10,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : CHRISTOPHER DOMNIC SAVIO DIAS :AXIS BA NK LTD,0000000000049519,Receipt,0.0,11800.0,11800.0,16108.44,Recurring Transaction,Yes,CHQ DEP MICR
799,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-10,2025-01-10,R M HASNANI AND ASSOCIATES DR - 04082990 000042 - SALARY TRANSITORY AC VASAI WE ST BRANCH,0000000000000181,Payment,127694.0,0.0,127694.0,-111585.56,Salary; High Transaction; Recurring Transaction,Yes,R M HASNANI AND ASSOCIATES DR
800,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-10,2025-01-13,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ROHIT CONSTRCUTION CO :INDIAN BANK,0000000000397663,Receipt,0.0,17700.0,17700.0,-93885.56,Recurring Transaction,Yes,CHQ DEP MICR
801,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-11,2025-01-10,INT. ON SWCR ON-50301089885072,000000000000000,Receipt,0.0,67.0,67.0,-93818.56,Recurring Transaction,Yes,INT ON SWCR ON
802,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-11,2025-01-10,SWEEP-IN CREDIT - 50301089885072,000000000000000,Receipt,0.0,111586.0,111586.0,17767.44,High Transaction; Recurring Transaction,Yes,IN CREDIT
803,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-11,2025-01-11,NEFT CR-BACB0000004-KENNETH NICHOLAS DSO UZA-R M HASNANI AND ASSOCIATES-BACBN5202 5011102957043,BACBN52025011102957043,Receipt,0.0,17700.0,17700.0,35467.44,Recurring Transaction,Yes,KENNETH NICHOLAS DSO UZA
804,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-13,IMPS-501310132580-EDUGUIDE OVERSEAS STUD IES PVT LTD-HDFC-XXXXXXXXXX3497-LOAN REP AYMENT,0000501310132580,Receipt,0.0,100000.0,100000.0,135467.44,EMI; High Transaction; Recurring Transaction,Yes,EDUGUIDE OVERSEAS STUD IES PVT LTD
805,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-13,IMPS-501310134953-KASHMIRA JIVANI-ICIC-X XXXXXXX8942-LOAN REPAYMENT,0000501310134953,Payment,100000.0,0.0,100000.0,35467.44,EMI; High Transaction,No,KASHMIRA JIVANI
806,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-13,POS 514834XXXXXX3977 GOOGLEPLAY,0000000000523158,Payment,210.0,0.0,210.0,35257.44,Other,No,POS XXXXXX GOOGLEPLAY
807,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-13,IMPS-501311146532-EDUGUIDE OVERSEAS STUD IES PVT LTD-HDFC-XXXXXXXXXX3497-LOAN REP AYMENT,0000501311146532,Receipt,0.0,35000.0,35000.0,70257.44,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEAS STUD IES PVT LTD
808,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-13,ZHREDT50AOBCGL/EPFO,0000250133384441,Payment,26480.0,0.0,26480.0,43777.44,PPF/PF interest/contribution,No,ZHREDTAOBCGL
809,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-13,03525101083754/ESIC,0000250133385168,Payment,3794.0,0.0,3794.0,39983.44,Recurring Transaction,Yes,#/ESIC
810,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-14,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : PHULE INDUSTIRES :ICICI BANKING CORP NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) ORATION LTD,0000000000000561,Receipt,0.0,5900.0,5900.0,45883.44,Recurring Transaction,Yes,CHQ DEP MICR
811,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-13,2025-01-14,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : SHREE MAHAVIR DEVELOPERS :BASSEIN CA THOLIC CO-OPERATIVE BANK LTD,0000000000000300,Receipt,0.0,91800.0,91800.0,137683.44,LIC; Recurring Transaction,Yes,CHQ DEP MICR
812,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-14,2025-01-14,YHDF2512315501/BILLDKMAHALABORWELFA,0000250143731802,Payment,809.44,0.0,809.44,136874.0,Other,No,BILLDKMAHALABORWELFA
813,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-15,2025-01-15,IMPS-501511106328-KREDENCE DIGITAL ACADE MY PRIVATE LIMITED-KKBK-XXXXXX3079-COACH ING CHARGES INV KDAPL/0011 PMT,0000501511106328,Payment,108000.0,0.0,108000.0,28874.0,High Transaction; Recurring Transaction,Yes,KREDENCE DIGITAL ACADE MY PRIVATE LIMITE
814,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-15,2025-01-15,CBDT/BANK REFERENCE NO:K2501529689836/CI N NO:25011500026339HDFC/ONLINE,0250115110009059,Payment,10000.0,0.0,10000.0,18874.0,Recurring Transaction,Yes,BANK REFERENCE NOK
815,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-15,2025-01-15,FT - CR - 00517630000490 - VEENA CYCLE S TORES,0000000000002998,Receipt,0.0,14580.0,14580.0,33454.0,Recurring Transaction,Yes,VEENA CYCLE S TORES
816,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-15,2025-01-15,FT - CR - 50200052497641 - HARIA AGENCY,0000000000002148,Receipt,0.0,27000.0,27000.0,60454.0,Recurring Transaction,Yes,HARIA AGENCY
817,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-16,2025-01-16,UPI SETTLEMENT -WW8951- 16/01/25,000000000000000,Receipt,0.0,1.0,1.0,60455.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
818,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-16,2025-01-16,SI HGAGP126F80009982977 VI POST-16/01/25,000000000000000,Payment,1768.82,0.0,1768.82,58686.18,Other,No,SI HGAGPF VI POST
819,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-16,2025-01-16,IMPS-501612139906-EDUGUIDE OVERSEAS STUD IES PVT LTD-HDFC-XXXXXXXXXX3497-LOAN REP AYMENT,0000501612139906,Receipt,0.0,50000.0,50000.0,108686.18,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEAS STUD IES PVT LTD
820,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-17,2025-01-17,NEFT CR-UTIB0000019-AM INTERNATIONAL-RM HASNANI AND ASSOCIATES-UTIBN620250117265 60888,UTIBN62025011726560888,Receipt,0.0,28320.0,28320.0,137006.18,Recurring Transaction,Yes,AM INTERNATIONAL
821,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-17,2025-01-17,GST/BANK REFERENCE NO: R2501760282399/CI N NO: HDFC25012700318659,0250117270045482,Payment,177676.0,0.0,177676.0,-40669.82,High Transaction; Recurring Transaction,Yes,BANK REFERENCE NO R
822,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-17,2025-01-17,INT. ON SWCR ON-50301089885072,000000000000000,Receipt,0.0,19.0,19.0,-40650.82,Recurring Transaction,Yes,INT ON SWCR ON
823,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-17,2025-01-17,SWEEP-IN CREDIT - 50301089885072,000000000000000,Receipt,0.0,19459.4,19459.4,-21191.42,Recurring Transaction,Yes,IN CREDIT
824,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-17,2025-01-17,INT. ON SWCR ON-50301063178066,000000000000000,Receipt,0.0,150.0,150.0,-21041.42,Recurring Transaction,Yes,INT ON SWCR ON
825,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-17,2025-01-17,SWEEP-IN CREDIT - 50301063178066,000000000000000,Receipt,0.0,21192.0,21192.0,150.58,Recurring Transaction,Yes,IN CREDIT
826,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-24,2025-01-24,SI HGAGP0D2360085907614 MSEDCL -24/01/25,000000000000000,Payment,4570.0,0.0,4570.0,-4419.42,Recurring Transaction,Yes,SI HGAGPD MSEDCL
827,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-24,2025-01-24,SI HGAGP0871E0093663717 MSEDCL -24/01/25,000000000000000,Payment,9060.0,0.0,9060.0,-13479.42,Recurring Transaction,Yes,SI HGAGPE MSEDCL
828,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-24,2025-01-24,IMPS-502413195047-PRAKASH COMPUTERS-HDFC NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) -XXXXXXXXXX7262-INV NO #G001547 PMT COMP UTER ASSETS,0000502413195047,Payment,3400.0,0.0,3400.0,-16879.42,Recurring Transaction,Yes,PRAKASH COMPUTERS
829,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-24,2025-01-24,IMPS-502415115553-EDUGUIDE OVERSEAS STUD IES PVT LTD-HDFC-XXXXXXXXXX3497-LOAN REP AYMENT,0000502415115553,Receipt,0.0,50000.0,50000.0,33120.58,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEAS STUD IES PVT LTD
830,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-24,2025-01-24,IMPS-502415116657-EDUGUIDE OVERSEAS STUD IES PVT LTD-HDFC-XXXXXXXXXX3497-LOAN REP AYMENT,0000502415116657,Receipt,0.0,10000.0,10000.0,43120.58,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEAS STUD IES PVT LTD
831,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-25,2025-01-25,IMPS-502514131392-WOODAPPLE SOFTWARE SOL UTIONS PVT LTD-ICIC-XXXXXXXX6472-ERP CA SOFTWARE,0000502514131392,Payment,33984.0,0.0,33984.0,9136.58,Recurring Transaction,Yes,WOODAPPLE SOFTWARE SOL UTIONS PVT LTD
832,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-26,2025-01-26,UPI SETTLEMENT -WW8951- 26/01/25,000000000000000,Receipt,0.0,15000.0,15000.0,24136.58,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
833,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-01-29,2025-01-29,IMPS-502912162536-ARIHANT ENTERPRISES-KK BK-XXXXXXXXXX7716-INV NO 037771 PMT TEA NESCAFE PREMIX,0000502912162536,Payment,3650.0,0.0,3650.0,20486.58,EMI; Recurring Transaction,Yes,ARIHANT ENTERPRISES
834,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-01,2025-02-01,CC 000463918XXXXXX9126 AUTOPAY SI-TAD,0000000641504532,Payment,7804.0,0.0,7804.0,12682.58,Recurring Transaction,Yes,CC XXXXXX AUTOPAY SI
835,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-01,2025-02-01,IMPS-503211136166-RAJNI DHIRAJ WAGHELA-M AHB-XXXXXXX9715-SWEEPER JAN MONTH SALARY,0000503211136166,Payment,3000.0,0.0,3000.0,9682.58,Salary; Recurring Transaction,Yes,RAJNI DHIRAJ WAGHELA
836,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-01,2025-02-03,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : MANOHAR LADKYA PATIL :BASSEIN CATHOLIC CO-OPERATIVE BANK LTD,0000000000100107,Receipt,0.0,11800.0,11800.0,21482.58,LIC; Recurring Transaction,Yes,CHQ DEP MICR
837,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-03,2025-02-03,IMPS-503410129544-EDUGUIDE OVERSEAS STUD IES PVT LTD-HDFC-XXXXXXXXXX3497-LOAN REP AYMENT,0000503410129544,Receipt,0.0,200000.0,200000.0,221482.58,EMI; High Transaction; Recurring Transaction,Yes,EDUGUIDE OVERSEAS STUD IES PVT LTD
838,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-03,2025-02-03,NEFT CR-INDB0000006-STRUCT CARE SOLUTION S-R M HASNANI AND ASSO-INDBN52025020309 650598,INDBN52025020309650598,Receipt,0.0,23600.0,23600.0,245082.58,Recurring Transaction,Yes,STRUCT CARE SOLUTION S
839,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-03,2025-02-03,FD BKD FOR R M HASNANI AND ASSO 50301108 NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313) 440345 -R M HASNANI AND ASSO,000000000000000,Payment,145082.58,0.0,145082.58,100000.0,FD Deposit/Withdrawal; High Transaction,No,FD BKD FOR R M HASNANI AND ASSO  NEAR VA
840,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-04,2025-02-04,50200051145509-TPT-CA FEES-VAGMI SARAS P RIVATE LIMITED,0000000132704295,Receipt,0.0,124200.0,124200.0,224200.0,High Transaction; Recurring Transaction,Yes,VAGMI SARAS P RIVATE LIMITED
841,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-04,2025-02-04,GANESH GAIKWAD - CHQ PAID - VASAI - MUMB,0000000000000182,Payment,30000.0,0.0,30000.0,194200.0,Recurring Transaction,Yes,GANESH GAIKWAD
842,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-04,2025-02-04,50200057343497-TPT-LOAN-EDUGUIDE OVERSEA S STUDIES PVT LTD,0000000137624951,Payment,1000.0,0.0,1000.0,193200.0,EMI; Recurring Transaction,Yes,EDUGUIDE OVERSEA S STUDIES PVT LTD
843,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-04,2025-02-04,99990206198714-TPT-PROFESSIONAL FEES-RAJ ESH INDIA MANUFACTURING PVT LTD,0000000137985004,Receipt,0.0,108000.0,108000.0,301200.0,High Transaction,No,PROFESSIONAL FEES
844,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-04,2025-02-04,FT - CR - 00517630000490 - VEENA CYCLE S TORES,0000000000003048,Receipt,0.0,14580.0,14580.0,315780.0,Recurring Transaction,Yes,VEENA CYCLE S TORES
845,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-05,2025-02-05,SI HGAGP0E7160117483076 AIRTEL -05/02/25,000000000000000,Payment,3175.38,0.0,3175.38,312604.62,Other,No,SI HGAGPE AIRTEL
846,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-05,2025-02-05,ACH D- ARKA FINCAP LTD-NP281738679908330,0000004100603257,Payment,235573.0,0.0,235573.0,77031.62,High Transaction; Recurring Transaction,Yes,ARKA FINCAP LTD
847,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-06,IMPS-503714110133-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-FLAT NO 19 SOCIETY CHARGES,0000503714110133,Payment,1175.0,0.0,1175.0,75856.62,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
848,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-06,IMPS-503714107306-APOORVA CO OP HOUSING SOCIETY LTD-TDCB-XXXXXXXXXXX0318-FLAT NO 19A SOCIETY CHARGES,0000503714107306,Payment,1365.0,0.0,1365.0,74491.62,Recurring Transaction,Yes,APOORVA CO OP HOUSING SOCIETY LTD
849,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-06,IMPS-503714105976-SAI MILK CENTER-VVSB-X XXXXXXXXXX1891-JAN MONTH MILK PMT,0000503714105976,Payment,2262.0,0.0,2262.0,72229.62,Recurring Transaction,Yes,SAI MILK CENTER
850,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-06,IMPS-503714108360-POOJA STATIONERY-SVCB- XXXXXXXXXXX0115-INV NO 2363 PMT STATIONE RY,0000503714108360,Payment,2958.0,0.0,2958.0,69271.62,Recurring Transaction,Yes,POOJA STATIONERY
851,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-06,IMPS-503714109198-POOJA STATIONERY-SVCB- XXXXXXXXXXX0115-INV NO 2481 PMT STATIONE RY,0000503714109198,Payment,3345.0,0.0,3345.0,65926.62,Recurring Transaction,Yes,POOJA STATIONERY
852,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-06,IMPS-503715125437-SNEHAL SHAMSUNDAR SA-I BKL-XXXXXXXXXXXX9035-CA FEES NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313),0000503715125437,Receipt,0.0,118000.0,118000.0,183926.62,High Transaction; Recurring Transaction,Yes,SNEHAL SHAMSUNDAR SA
853,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-07,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ARCH DEVELOPERS :FEDERAL BANK LTD,0000000000384982,Receipt,0.0,100000.0,100000.0,283926.62,High Transaction; Recurring Transaction,Yes,CHQ DEP MICR
854,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-06,2025-02-07,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : MOTILAL KASTURCHAND SHAH AND SONS :BAS SEIN CATHOLIC CO-OPERATIVE BANK LTD,0000000000106092,Receipt,0.0,108000.0,108000.0,391926.62,LIC; High Transaction; Recurring Transaction,Yes,CHQ DEP MICR
855,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-10,2025-02-10,R M HASNANI AND ASSOCIATES DR - 04082990 000042 - SALARY TRANSITORY AC VASAI WE ST BRANCH,0000000000000183,Payment,132825.0,0.0,132825.0,259101.62,Salary; High Transaction; Recurring Transaction,Yes,R M HASNANI AND ASSOCIATES DR
856,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-10,2025-02-11,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : POOJA STATIONERY :SHAMRAO VITHAL COOP BANK LTD,0000000000001396,Receipt,0.0,27000.0,27000.0,286101.62,Recurring Transaction,Yes,CHQ DEP MICR
857,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-10,2025-02-10,FD BKD FOR R M HASNANI AND ASSO 50301112 141228 -R M HASNANI AND ASSO,000000000000000,Payment,159101.62,0.0,159101.62,127000.0,FD Deposit/Withdrawal; High Transaction; Recurring Transaction,Yes,FD BKD FOR R M HASNANI AND ASSO
858,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-11,2025-02-11,UPI SETTLEMENT -WW8951- 11/02/25,000000000000000,Receipt,0.0,1.0,1.0,127001.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
859,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-11,2025-02-11,NEFT CR-KKBK0000958-R H KUSHWAHA ASSOCI ATES-R M HASNANI AND ASSOCIATES-KKBKN620 25021144394905,KKBKN62025021144394905,Receipt,0.0,10.0,10.0,127011.0,Recurring Transaction,Yes,R H KUSHWAHA ASSOCI ATES
860,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-11,2025-02-12,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM : ADVANCE POWER :VASAI VIKAS SAHAKARI BA NK LTD,0000000000100845,Receipt,0.0,70800.0,70800.0,197811.0,Recurring Transaction,Yes,CHQ DEP MICR
861,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-12,2025-02-12,03525106100681/ESIC,0000250434621756,Payment,3932.0,0.0,3932.0,193879.0,Recurring Transaction,Yes,#/ESIC
862,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-12,2025-02-12,NEFT CR-KKBK0000958-R H KUSHWAHA ASSOCI ATES-R M HASNANI AND ASSOCIATES-KKBKN620 25021246082030,KKBKN62025021246082030,Receipt,0.0,200000.0,200000.0,393879.0,High Transaction; Recurring Transaction,Yes,R H KUSHWAHA ASSOCI ATES
863,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-12,2025-02-12,ZHRE02B0CZP8PP/EPFO,0000250434683072,Payment,26712.0,0.0,26712.0,367167.0,PPF/PF interest/contribution,No,ZHREBCZPPP
864,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-12,2025-02-12,IMPS-504317117415-EDUGUIDE-HDFC-XXXXXXXX XX3497-LOAN,0000504317117415,Payment,250000.0,0.0,250000.0,117167.0,EMI; High Transaction; Recurring Transaction,Yes,EDUGUIDE
865,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-13,2025-02-13,ME DC SI 514834XXXXXX3977 GOOGLEPLAY NEAR VARTAK SCHOOL VASAI WEST Account Status : Regular Account Type : ASCENT CURRENT ACCOUNT (1313),0000000000906452,Payment,210.0,0.0,210.0,116957.0,Other,No,ME DC SI XXXXXX GOOGLEPLAY NEAR VARTAK S
866,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-14,2025-02-14,UPI SETTLEMENT -WW8951- 14/02/25,000000000000000,Receipt,0.0,1.0,1.0,116958.0,UPI; Recurring Transaction,Yes,UPI SETTLEMENT
867,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-15,2025-02-15,SI HGAGP0BF9E0245575355 VI POST-15/02/25,000000000000000,Payment,1786.52,0.0,1786.52,115171.48,Other,No,SI HGAGPBFE VI POST
868,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-17,2025-02-17,NEFT CR-BACB0000006-RAKHUMAI DEVELOPERS- R M HASNANI AND ASSOCIATES-BACBN52025021 703054150,BACBN52025021703054150,Receipt,0.0,100000.0,100000.0,215171.48,High Transaction; Recurring Transaction,Yes,RAKHUMAI DEVELOPERS
869,Bank State fy 24-25.pdf,2024-04-01,2025-03-31,2025-02-17,2025-02-18,CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM SMALL FINANCE BANK,0000000000000447,Receipt,0.0,25000.0,25000.0,240171.48,Recurring Transaction,Yes,CHQ DEP MICR
